asset_group,bucket,vm_shard,total_rows,v8_rows,v_lt_8_rows,null_rows,schema_versions_seen
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2023-heavy-20260506-160206.parquet,3300,0,3300,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2024-heavy-20260506-160221.parquet,3300,0,3300,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2020-heavy-20260506-175257.parquet,3283,0,3283,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2024-light-20260505-152418.parquet,3278,0,3278,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-hyperliquid-trades-20260504-203452.parquet,3261,0,3261,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2021-light-20260504-194141.parquet,3260,0,3260,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2026-light-20260506-175721.parquet,3250,0,3250,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2021-heavy-20260507-195703.parquet,3192,0,3192,0,7
prediction,instruments-store-pred-prd-central-element-323112,_legacy_seed.parquet,3170,0,3170,0,4
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2023-light.parquet,3147,0,3147,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2020-heavy-20260501-185115.parquet,3146,0,3146,0,6
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230804.parquet,3119,0,3119,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-hyperliquid-2026-light-20260506-121357.parquet,3103,0,3103,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-hyperliquid-2026-light.parquet,3098,0,3098,0,6
sports,instruments-store-sports-prd-central-element-323112,sfi-backfill-20260430-024913.parquet,3053,0,3053,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2026-light-20260501-184908.parquet,3036,0,3036,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2020-heavy-20260506-160108.parquet,2997,0,2997,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-okx-swap-2026-light-20260506-121357.parquet,2996,0,2996,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-okx-swap-2026-light-20260506-150808.parquet,2996,0,2996,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-okx-swap-2026-light.parquet,2988,0,2988,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2024-light-20260504-165927.parquet,2964,0,2964,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2026-light-20260504-145551.parquet,2929,0,2929,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2020-light-20260506-175316.parquet,2928,0,2928,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2020-light-20260506-175803.parquet,2928,0,2928,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2024-light-20260506-180051.parquet,2928,0,2928,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2025-light-20260506-180132.parquet,2922,0,2922,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2021-light-20260506-175844.parquet,2920,0,2920,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2022-light-20260506-175927.parquet,2920,0,2920,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2023-light-20260506-180006.parquet,2920,0,2920,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2024-heavy-20260507-011218.parquet,2800,0,2800,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2021-heavy-20260507-195026.parquet,2792,0,2792,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2023-light-20260507-150714.parquet,2775,0,2775,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2020-heavy-20260501-184309.parquet,2772,0,2772,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2024-light-20260507-150741.parquet,2725,0,2725,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2025-light-20260507-150809.parquet,2725,0,2725,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2024-light-20260504-145422.parquet,2701,0,2701,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2026-light-20260507-150836.parquet,2675,0,2675,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2026-light-20260501-185525.parquet,2665,0,2665,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2022-light-20260507-150640.parquet,2575,0,2575,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2026-light-155648.parquet,2439,0,2439,0,6
cefi,instruments-store-cefi-prd-central-element-323112,cefi-instr-deribit-20260505-152424.parquet,2424,0,2424,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-262.parquet,2423,0,2423,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2024-heavy-20260507-195512.parquet,2395,0,2395,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2026-light-20260501-184642.parquet,2378,0,2378,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-269.parquet,2360,0,2360,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2021-light.parquet,2349,0,2349,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-314.parquet,2301,0,2301,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2022-light-20260504-194616.parquet,2280,0,2280,0,6
prediction,market-data-tick-pred-prd-central-element-323112,expected-universe-enum-prediction-20260507-155030.parquet,2280,0,0,2280,(empty)
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-316.parquet,2237,0,2237,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-aster-fullbackfill-20260504-210048.parquet,2233,0,2233,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2020-light-20260504-194510.parquet,2232,0,2232,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-249.parquet,2227,0,2227,0,6
cefi,instruments-store-cefi-prd-central-element-323112,cefi-instr-binance-futures-20260504-183326.parquet,2226,0,2226,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2026-light-20260507-195629.parquet,2218,0,2218,0,7
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-etf-20260430-152114.parquet,2211,0,2211,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-268.parquet,2209,0,2209,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-15.parquet,2198,0,2198,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-18.parquet,2198,0,2198,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-2.parquet,2198,0,2198,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-20.parquet,2198,0,2198,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-21.parquet,2198,0,2198,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-23.parquet,2198,0,2198,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-24.parquet,2198,0,2198,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-27.parquet,2198,0,2198,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-3.parquet,2198,0,2198,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-5.parquet,2198,0,2198,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-6.parquet,2198,0,2198,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-8.parquet,2198,0,2198,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-9.parquet,2198,0,2198,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2020-heavy-20260506-175739.parquet,2197,0,2197,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-29.parquet,2195,0,2195,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-252.parquet,2192,0,2192,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2021-light-20260507-195039.parquet,2191,0,2191,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-30.parquet,2191,0,2191,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-33.parquet,2191,0,2191,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-35.parquet,2191,0,2191,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-32.parquet,2190,0,2190,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-36.parquet,2190,0,2190,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-38.parquet,2190,0,2190,0,6
cefi,instruments-store-cefi-prd-central-element-323112,cefi-instr-binance-spot-20260504-183350.parquet,2186,0,2186,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-39.parquet,2185,0,2185,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-277.parquet,2178,0,2178,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-41.parquet,2177,0,2177,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-42.parquet,2177,0,2177,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-45.parquet,2177,0,2177,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-47.parquet,2177,0,2177,0,6
cefi,instruments-store-cefi-prd-central-element-323112,cefi-instr-bybit-20260504-183443.parquet,2175,0,2175,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2022-light-20260504-150154.parquet,2160,0,2160,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-251.parquet,2159,0,2159,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-208.parquet,2157,0,2157,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-238.parquet,2156,0,2156,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-lighter-zksync-ohlcv-20260507-024226.parquet,2155,0,2155,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2026-heavy-20260507-011254.parquet,2150,0,2150,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2021-heavy-20260507-195925.parquet,2140,0,2140,0,7
cefi,instruments-store-cefi-prd-central-element-323112,cefi-instr-bitfinex-spot-20260504-183401.parquet,2139,0,2139,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2024-heavy-20260507-200122.parquet,2129,0,2129,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2022-heavy-20260507-195954.parquet,2124,0,2124,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-253.parquet,2119,0,2119,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-313.parquet,2095,0,2095,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-aster-fullbackfill-20260504-204903.parquet,2086,0,2086,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-286.parquet,2084,0,2084,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-211.parquet,2081,0,2081,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2025-heavy-20260507-200151.parquet,2066,0,2066,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-236.parquet,2058,0,2058,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-247.parquet,2032,0,2032,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2023-heavy-20260507-200043.parquet,2023,0,2023,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2024-light-20260504-194727.parquet,2017,0,2017,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-245.parquet,2017,0,2017,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-207.parquet,1998,0,1998,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-230.parquet,1987,0,1987,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-240.parquet,1981,0,1981,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-227.parquet,1976,0,1976,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-248.parquet,1975,0,1975,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-pacifica-solana-ohlcv-20260507-024226.parquet,1969,0,1969,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-266.parquet,1964,0,1964,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-299.parquet,1950,0,1950,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-244.parquet,1939,0,1939,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-141334-17.parquet,1908,0,1908,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-232.parquet,1908,0,1908,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-282.parquet,1908,0,1908,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-246.parquet,1899,0,1899,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-273.parquet,1893,0,1893,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-235.parquet,1886,0,1886,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-11.parquet,1884,0,1884,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-22.parquet,1884,0,1884,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-28.parquet,1884,0,1884,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-279.parquet,1883,0,1883,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-spot-2024-heavy-20260507-195427.parquet,1872,0,1872,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-263.parquet,1872,0,1872,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-40.parquet,1868,0,1868,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-124301-43.parquet,1865,0,1865,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-254.parquet,1860,0,1860,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-283.parquet,1851,0,1851,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-287.parquet,1848,0,1848,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-301.parquet,1842,0,1842,0,6
sports,instruments-store-sports-prd-central-element-323112,us-backfill-20260501-154833.parquet,1825,0,1825,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-261.parquet,1824,0,1824,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-271.parquet,1819,0,1819,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-220.parquet,1816,0,1816,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-223.parquet,1814,0,1814,0,6
sports,instruments-store-sports-prd-central-element-323112,us-backfill-20260429-105528.parquet,1814,0,1814,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-274.parquet,1810,0,1810,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-284.parquet,1805,0,1805,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-109.parquet,1801,0,1801,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2020-light-20260504-194107.parquet,1788,0,1788,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-243.parquet,1783,0,1783,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2020-light-20260504-150125.parquet,1782,0,1782,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-226.parquet,1775,0,1775,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-264.parquet,1775,0,1775,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-229.parquet,1773,0,1773,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-mr-20260429-184942-224.parquet,1771,0,1771,0,6
