asset_group,bucket,vm_shard,total_rows,v8_rows,v_lt_8_rows,null_rows,schema_versions_seen
sports,instruments-store-sports-prd-central-element-323112,_legacy_seed.20260506-120021.bak.parquet,1868303,0,1868303,0,"2,4,5,6"
sports,instruments-store-sports-prd-central-element-323112,blank-reason-recon-sports-20260507-175543.parquet,1868285,0,1868285,0,"5,6,7"
sports,instruments-store-sports-prd-central-element-323112,_legacy_seed.parquet,1812693,0,1812693,0,"2,4,5,6"
defi,market-data-tick-defi-prd-central-element-323112,expected-universe-enum-defi-20260507-155353.parquet,1286260,0,0,1286260,(empty)
cefi,market-data-tick-cefi-prd-central-element-323112,blank-reason-recon-cefi-20260507-173136.parquet,1238229,0,1238229,0,"5,6,7"
cefi,market-data-tick-cefi-prd-central-element-323112,local-99178-edc2.parquet,983904,0,983904,0,6
sports,instruments-store-sports-prd-central-element-323112,af-backfill-test-20260501-095.20260506-120021.bak.parquet,574599,0,574599,0,6
sports,instruments-store-sports-prd-central-element-323112,af-backfill-test-20260501-095.parquet,462082,0,462082,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,reconcile-tardis-thirdkey-drift-20260507-174536.parquet,451799,0,451799,0,"6,7"
sports,instruments-store-sports-prd-central-element-323112,af-backfill-20260429-105528.20260506-120021.bak.parquet,417838,0,417838,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,_legacy_seed.parquet,352028,0,352028,0,"4,5,6"
sports,instruments-store-sports-prd-central-element-323112,af-backfill-20260429-105528.parquet,340989,0,340989,0,6
sports,instruments-store-sports-prd-central-element-323112,af-backfill-20260507-033214.parquet,310494,0,310494,0,7
defi,market-data-tick-defi-prd-central-element-323112,local-10889-bd08.parquet,307341,0,307341,0,6
sports,instruments-store-sports-prd-central-element-323112,manifest-recon-from-per-league-parquets.20260506-120021.bak.parquet,292127,0,292127,0,5
defi,market-data-tick-defi-prd-central-element-323112,local-29870-9b39.parquet,275000,0,275000,0,6
sports,instruments-store-sports-prd-central-element-323112,manifest-recon-from-per-league-parquets.parquet,203809,0,203809,0,5
sports,instruments-store-sports-prd-central-element-323112,af-backfill-20260505-105528.20260506-120021.bak.parquet,190415,0,190415,0,6
sports,instruments-store-sports-prd-central-element-323112,flip-phantom-corrective-20260506-114110.20260506-120021.bak.parquet,176021,0,176021,0,"5,6"
sports,instruments-store-sports-prd-central-element-323112,af-backfill-20260507-002914.parquet,148770,0,148770,0,7
sports,instruments-store-sports-prd-central-element-323112,fs-backfill-20260507-010724.parquet,147164,0,147164,0,7
sports,instruments-store-sports-prd-central-element-323112,af-backfill-20260505-105528.parquet,134212,0,134212,0,6
sports,instruments-store-sports-prd-central-element-323112,manifest-canonicalize-league-ids.20260506-120021.bak.parquet,108969,0,108969,0,"5,6"
sports,instruments-store-sports-prd-central-element-323112,local-55602-8d93.parquet,104113,0,104113,0,6
sports,instruments-store-sports-prd-central-element-323112,weather-backfill-20260429-105525.parquet,100542,0,100542,0,6
sports,instruments-store-sports-prd-central-element-323112,manifest-canonicalize-league-ids.parquet,100386,0,100386,0,6
sports,instruments-store-sports-prd-central-element-323112,af-backfill-20260504-183526.20260506-120021.bak.parquet,98951,0,98951,0,6
sports,instruments-store-sports-prd-central-element-323112,weather-backfill-20260504-160617.parquet,86418,0,86418,0,6
sports,instruments-store-sports-prd-central-element-323112,weather-backfill-20260504-225316.parquet,81669,0,81669,0,6
sports,instruments-store-sports-prd-central-element-323112,sfi-backfill-20260501-102703.parquet,76063,0,76063,0,6
sports,instruments-store-sports-prd-central-element-323112,af-backfill-20260504-232814.20260506-120021.bak.parquet,75973,0,75973,0,6
sports,instruments-store-sports-prd-central-element-323112,fs-backfill-20260501-014139.parquet,75786,0,75786,0,6
sports,instruments-store-sports-prd-central-element-323112,fs-backfill-20260501-102703.parquet,75706,0,75706,0,6
sports,instruments-store-sports-prd-central-element-323112,af-backfill-20260504-183526.parquet,75382,0,75382,0,6
sports,instruments-store-sports-prd-central-element-323112,weather-backfill-20260504-183642.parquet,71568,0,71568,0,6
sports,instruments-store-sports-prd-central-element-323112,weather-backfill-20260507-010923.parquet,71389,0,71389,0,7
sports,instruments-store-sports-prd-central-element-323112,sfi-backfill-20260507-010938.parquet,71368,0,71368,0,7
defi,instruments-store-defi-prd-central-element-323112,_legacy_seed.parquet,69674,0,69674,0,4
sports,instruments-store-sports-prd-central-element-323112,recover-fixtures-flip-20260506-165630.parquet,69149,0,69149,0,"5,6"
sports,instruments-store-sports-prd-central-element-323112,local-67763-68a4.parquet,65294,0,65294,0,6
sports,instruments-store-sports-prd-central-element-323112,af-backfill-20260504-232814.parquet,54369,0,54369,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,expected-universe-enum-tradfi-20260507-154607.parquet,35033,0,0,35033,(empty)
sports,instruments-store-sports-prd-central-element-323112,fixtures-recovery-20260506-165630.parquet,34583,0,34583,0,6
sports,instruments-store-sports-prd-central-element-323112,fill-missing-player-stats-20260506-082808.parquet,27057,0,27057,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2025-light-20260506-180338.parquet,27010,0,27010,0,6
sports,instruments-store-sports-prd-central-element-323112,fs-backfill-20260501-154804.parquet,24703,0,24703,0,6
sports,instruments-store-sports-prd-central-element-323112,fs-backfill-20260429-105528.parquet,23196,0,23196,0,6
sports,instruments-store-sports-prd-central-element-323112,af-backfill-20260501-012419.20260506-120021.bak.parquet,23130,0,23130,0,6
sports,instruments-store-sports-prd-central-element-323112,fs-backfill-20260501-165342.parquet,22015,0,22015,0,6
cefi,instruments-store-cefi-prd-central-element-323112,_legacy_seed.parquet,21952,0,21952,0,4
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-es-opt-adhoc-adhoc-20260505-183009.parquet,21330,0,21330,0,6
sports,instruments-store-sports-prd-central-element-323112,af-backfill-20260501-012419.parquet,19097,0,19097,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2025-light-20260504-145438.parquet,18263,0,18263,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,_legacy_seed.parquet,18149,0,18149,0,"4,6"
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2020-heavy-20260504-145820.parquet,17568,0,17568,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2024-heavy-20260504-160650.parquet,17568,0,17568,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2021-heavy-20260504-145838.parquet,17520,0,17520,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2022-heavy-20260504-145853.parquet,17520,0,17520,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2023-heavy-20260504-145910.parquet,17520,0,17520,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2025-heavy-20260504-160701.parquet,17520,0,17520,0,6
sports,market-data-tick-sports-prd-central-element-323112,_legacy_seed.parquet,17288,0,17288,0,4
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2025-heavy-20260507-195544.parquet,17105,0,17105,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-spot-2025-heavy-20260507-195441.parquet,16430,0,16430,0,7
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-es-opt-fill-20260505-123434.parquet,15503,0,15503,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2023-heavy-20260507-195735.parquet,15061,0,15061,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2020-heavy-20260501-184923.parquet,15006,0,15006,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2024-heavy-20260501-185027.parquet,15006,0,15006,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2021-heavy-20260501-184942.parquet,14965,0,14965,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2022-heavy-20260501-184956.parquet,14965,0,14965,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2023-heavy-20260501-185011.parquet,14965,0,14965,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2025-heavy-20260501-185042.parquet,14965,0,14965,0,6
prediction,market-data-tick-pred-prd-central-element-323112,_legacy_seed.parquet,14298,0,14298,0,"4,5"
sports,instruments-store-sports-prd-central-element-323112,sfi-backfill-20260504-183611.parquet,14160,0,14160,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2024-heavy-20260507-195758.parquet,14045,0,14045,0,7
sports,instruments-store-sports-prd-central-element-323112,af-backfill-20260506-213127.parquet,13945,0,13945,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2025-heavy-20260507-195816.parquet,13719,0,13719,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2025-heavy-20260506-180322.parquet,13575,0,13575,0,6
sports,instruments-store-sports-prd-central-element-323112,expected-universe-enum-sports-20260507-154819.parquet,13176,0,0,13176,(empty)
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2022-heavy-20260507-195719.parquet,12985,0,12985,0,7
sports,instruments-store-sports-prd-central-element-323112,fs-backfill-20260430-171133.parquet,12315,0,12315,0,6
sports,instruments-store-sports-prd-central-element-323112,tm-backfill-20260501-102707.parquet,12035,0,12035,0,6
defi,market-data-tick-defi-prd-central-element-323112,mtds-vault-share-price-20260508-010050.parquet,11600,0,11600,0,7
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230519.parquet,11463,0,11463,0,6
tradfi,instruments-store-tradfi-prd-central-element-323112,_legacy_seed.parquet,11301,0,11301,0,4
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2023-heavy-20260507-194844.parquet,11245,0,11245,0,7
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230155.parquet,11097,0,11097,0,6
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230833.parquet,11097,0,11097,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2025-heavy-20260507-194916.parquet,11032,0,11032,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2025-heavy-20260501-184819.parquet,10960,0,10960,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-spot-2025-heavy-20260501-184717.parquet,10954,0,10954,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2022-heavy-20260507-194828.parquet,10940,0,10940,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2024-heavy-20260507-194859.parquet,10871,0,10871,0,7
sports,instruments-store-sports-prd-central-element-323112,us-backfill-20260507-010653.parquet,10795,0,10795,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-hyperliquid-2024-light.parquet,10614,0,10614,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-hyperliquid-2025-light.parquet,10585,0,10585,0,6
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230533.parquet,10565,0,10565,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2021-heavy-20260507-194813.parquet,10356,0,10356,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-okx-swap-2024-light-20260506-121357.parquet,10248,0,10248,0,6
sports,instruments-store-sports-prd-central-element-323112,sfi-backfill-20260501-012417.parquet,10225,0,10225,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-okx-swap-2021-light-20260506-121357.parquet,10220,0,10220,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-okx-swap-2021-light.parquet,10220,0,10220,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-okx-swap-2022-light-20260506-121357.parquet,10220,0,10220,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-okx-swap-2022-light.parquet,10220,0,10220,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-okx-swap-2023-light-20260506-121357.parquet,10220,0,10220,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-okx-swap-2025-light-20260506-121357.parquet,10220,0,10220,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-okx-swap-2024-light.parquet,10208,0,10208,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-okx-swap-2023-light.parquet,10204,0,10204,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-okx-swap-2025-light.parquet,10204,0,10204,0,6
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230545.parquet,10133,0,10133,0,6
defi,market-data-tick-defi-prd-central-element-323112,_legacy_seed.parquet,10000,0,10000,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2025-heavy-20260504-145020.parquet,9860,0,9860,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-hyperliquid-2025-light-20260506-121357.parquet,9851,0,9851,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2025-light-20260501-184837.parquet,9752,0,9752,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2024-light-20260506-175553.parquet,9516,0,9516,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2022-light-20260506-175434.parquet,9490,0,9490,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2023-light-20260506-175517.parquet,9490,0,9490,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2025-light-20260506-175639.parquet,9490,0,9490,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2026-heavy-20260506-180358.parquet,9450,0,9450,0,6
sports,instruments-store-sports-prd-central-element-323112,sfi-backfill-20260505-120759.parquet,9391,0,9391,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2023-heavy-20260506-175455.parquet,9315,0,9315,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2026-light-20260506-180414.parquet,9249,0,9249,0,6
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230556.parquet,9228,0,9228,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2020-heavy-20260507-195643.parquet,9145,0,9145,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2020-light-20260501-184325.parquet,9061,0,9061,0,6
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230139.parquet,8967,0,8967,0,6
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230820.parquet,8967,0,8967,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2025-light-20260501-184607.parquet,8733,0,8733,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2021-light-20260501-185212.parquet,8692,0,8692,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2021-light-20260501-184358.parquet,8569,0,8569,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2023-light-20260501-185337.parquet,8569,0,8569,0,6
sports,market-data-tick-sports-prd-central-element-323112,canonical-migration-sports-20260505-205547.parquet,8501,0,8501,0,6
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230611.parquet,8489,0,8489,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2020-light-20260501-185131.parquet,8405,0,8405,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2025-heavy-20260506-175611.parquet,8370,0,8370,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2022-light-20260501-184432.parquet,8323,0,8323,0,6
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230124.parquet,8318,0,8318,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-hyperliquid-l2book-20260504-211006.parquet,8219,0,8219,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2024-light-20260501-185414.parquet,8159,0,8159,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2023-light-20260501-184504.parquet,8118,0,8118,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2022-light-20260501-185251.parquet,8118,0,8118,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2025-light-20260501-185448.parquet,8077,0,8077,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2025-light-20260507-195601.parquet,7987,0,7987,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2024-light-20260501-184536.parquet,7790,0,7790,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2024-light-20260504-145321.parquet,7650,0,7650,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2023-heavy-20260501-184447.parquet,7622,0,7622,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,blank-reason-recon-tradfi-20260507-175606.parquet,7603,0,7603,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2020-light-155459.parquet,7323,0,7323,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-hyperliquid-2024-light-20260506-121357.parquet,7318,0,7318,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-hyperliquid-funding-20260504-203437.parquet,7317,0,7317,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2023-light-155550.parquet,7301,0,7301,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2022-light-155533.parquet,7300,0,7300,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2025-light-155627.parquet,7300,0,7300,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2025-light-20260504-145340.parquet,7265,0,7265,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2020-heavy-155459.parquet,6957,0,6957,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2023-heavy-155550.parquet,6939,0,6939,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2022-heavy-155533.parquet,6938,0,6938,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2021-heavy-155516.parquet,6936,0,6936,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2020-heavy-20260507-194756.parquet,6887,0,6887,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2023-light-20260504-150111.parquet,6886,0,6886,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2022-light-20260504-150058.parquet,6585,0,6585,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2022-heavy-20260506-160148.parquet,6550,0,6550,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2025-heavy-20260506-160237.parquet,6450,0,6450,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2025-light-20260507-151017.parquet,6424,0,6424,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2026-light-20260507-151046.parquet,6424,0,6424,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2023-heavy-20260501-184210.parquet,6405,0,6405,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2022-heavy-20260506-175414.parquet,6156,0,6156,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2026-light-20260504-145405.parquet,6150,0,6150,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2026-light-20260504-145457.parquet,6150,0,6150,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2019-light-20260505-152418.parquet,6091,0,6091,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2021-heavy-20260506-160127.parquet,6050,0,6050,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2026-heavy-20260504-160715.parquet,5904,0,5904,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2026-heavy-20260506-160254.parquet,5749,0,5749,0,6
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230706.parquet,5690,0,5690,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2026-heavy-20260507-195616.parquet,5685,0,5685,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2024-heavy-20260507-195243.parquet,5648,0,5648,0,7
sports,instruments-store-sports-prd-central-element-323112,fs-backfill-20260501-012417.parquet,5511,0,5511,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2021-heavy-20260506-175334.parquet,5475,0,5475,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-spot-2023-heavy-20260504-165838.parquet,5388,0,5388,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2022-heavy-20260507-195054.parquet,5353,0,5353,0,7
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230625.parquet,5337,0,5337,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-es-opt-2023-20260505-085252.parquet,5330,0,5330,0,6
sports,instruments-store-sports-prd-central-element-323112,tm-backfill-20260429-105528.parquet,5324,0,5324,0,6
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230722.parquet,5225,0,5225,0,6
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230749.parquet,5199,0,5199,0,6
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230655.parquet,5166,0,5166,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2026-heavy-20260507-195832.parquet,5113,0,5113,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2021-light-20260506-175354.parquet,5110,0,5110,0,6
defi,market-data-tick-defi-prd-central-element-323112,mtds-vault-share-price-20260504-130913.parquet,5035,0,5035,0,6
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230638.parquet,5017,0,5017,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-es-opt-2024-20260505-085252.parquet,5011,0,5011,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2023-heavy-20260507-011201.parquet,5000,0,5000,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2026-heavy-20260501-185058.parquet,4920,0,4920,0,6
tradfi,market-data-tick-tradfi-prd-central-element-323112,tradfi-bf-es-opt-2025-20260505-085252.parquet,4890,0,4890,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2023-light-20260504-150215.parquet,4879,0,4879,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-coinbase-spot-tbbo-20260504-202940.parquet,4872,0,4872,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2025-light-20260504-145535.parquet,4793,0,4793,0,6
sports,instruments-store-sports-prd-central-element-323112,fs-backfill-20260505-141058.parquet,4791,0,4791,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-spot-2026-heavy-20260507-195456.parquet,4651,0,4651,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2025-heavy-20260507-195321.parquet,4618,0,4618,0,7
sports,instruments-store-sports-prd-central-element-323112,af-backfill-20260506-135454.parquet,4514,0,4514,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-pacifica-solana-ohlcv-20260507-013501.parquet,4500,0,4500,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-pacifica-solana-ohlcv-20260507-015423.parquet,4497,0,4497,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2022-heavy-20260507-011145.parquet,4450,0,4450,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-pacifica-solana-ohlcv-20260507-022425.parquet,4442,0,4442,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-futures-2021-light-20260504-150140.parquet,4320,0,4320,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2022-light-20260504-194217.parquet,4285,0,4285,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2024-heavy-155609.parquet,4125,0,4125,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2024-light-20260507-195301.parquet,4120,0,4120,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2024-heavy-20260506-180237.parquet,4050,0,4050,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2025-light-20260507-195340.parquet,4049,0,4049,0,7
sports,instruments-store-sports-prd-central-element-323112,tm-backfill-20260504-183629.parquet,4003,0,4003,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2024-light-20260506-180258.parquet,3996,0,3996,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2025-light-20260504-194403.parquet,3985,0,3985,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2024-light-20260507-150945.parquet,3942,0,3942,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2020-heavy-20260507-011110.parquet,3900,0,3900,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-kraken-spot-2021-heavy-20260507-011128.parquet,3900,0,3900,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2022-light-20260507-195114.parquet,3838,0,3838,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2024-light-20260504-194327.parquet,3834,0,3834,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2023-light-20260507-195149.parquet,3785,0,3785,0,7
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2026-heavy-20260501-184853.parquet,3646,0,3646,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-spot-2026-heavy-20260501-184731.parquet,3606,0,3606,0,6
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230224.parquet,3432,0,3432,0,6
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230846.parquet,3432,0,3432,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2020-light.parquet,3405,0,3405,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitfinex-futures-2026-heavy-20260506-175701.parquet,3400,0,3400,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-bitget-futures-2026-heavy-20260504-145038.parquet,3349,0,3349,0,6
cefi,market-data-tick-cefi-prd-central-element-323112,cefi-deribit-2022-light.parquet,3344,0,3344,0,6
sports,market-data-tick-sports-prd-central-element-323112,mdps-sports-bucket-20260505-230734.parquet,3324,0,3324,0,6
